Pos;Solution;Nombre_noeuds;Temps
GGGYXGGOGYOYGXBOGYRWRWXRRRBWYWYXBRROOOOYXWBOBBBWRXWYBW;;;
GGGYXGGOGYOYGXBOGYRWRWXRRRBWYWYXWRBWOOORXWOBBBBWRXOYYB;;;
GGGYXGGOGYOYRXBYYYRWRWXRRRBWYWYXWRBWOOORXGOGOBBWBXOBWB;;;
GGGYXGGOGYOYRXBYYYRWRWXBRYRWYWOXWWBWOOORXGOGOBRBBXRBWB;;;
GROYXOGOGYOYRXBYYYRWRWXBRYRWGGOXGWBWWWOYXGOGOBRBBXRBWB;;;
YOORXOGOGOGYWXBYYYRWRWXBRYRWGGOXGWBWWYGYXROGOBRBBXRBWB;;;
YOOBXOYGGOWRWXWYYYGRROXBRYRWGGOXGWBWWYGYXROGOBRBBXRBWB;;;
YOOBXOYGGOWRBXWBWYGRROXBRYRWGGOXGWBWWYGYXYOWYBRBGXRORB;;;
YOOBXRYBROWRBXWBWYGOWOXGRYRGGGOXGWBWWYGYXYOWYBRBGXRORB;;;
YOOBXRYBROWRBXGBRBGOWWXGYWRGGGOXGWBWWYGYXYOWYROBYXRORB;;;
YOOBXRYBROWRBXGBRBGOWWXGYWRGGGOXRWRBWYGBXYWGYROBYXWOYO;;;
GYOYXRYBRYORBXGBRBGOWWXGYWRGGGOXRWRBWBOBXWWGYROBYXWOYO;;;
GYOGXRRORYWGBXOBRBYYWBXGYWRGGGOXRWRBWBOBXWWGYROBYXWOYO;;;
GYOGXRRORYWGBXWBBYYYWOXGRYRGGGOXRWRBWBOBXWWGYBRBOXWOYO;;;
GYOGXRRORYWGOXWOYYYYWOXGRYRGGGOXRWRBWBOBXBWBBBRBGXWYWO;;;
GYOGXORGGYWGOXWOYYYRROXORYRWGGYXRWRBWBOBXBWBBBRBGXWYWO;;;
GYOGXORGGYWGOXGORBYRRYXOYWRWGGYXRWRBWBOBXBWBBROBYXWYWO;;;
OBOBXORGGGYGGXGORBYRRYXOYWRWGGYXRWRBWOYBXWWBBROBYXWYWO;;;
OBOBXORGGGYGGXYOORYRRRXOBGRWGGYXRWRBWOYBXWWBBYYBWXWYWO;;;
OBOBXORGGGYGGXGORBYRRYXOYWRWGGYXRWRBWOYBXWWBBROBYXWYWO;;;
OBORXOYYGGGRGXBORBGGRYXOYWRWGGYXRWRBWOYBXWWBBROBYXWYWO;;;
OBORXOYYGGGRGXBORBGGRYXOYWRWGGYXWWWOWOYRXWBRBROBYXBYBW;;;
OBORXOYYGGGRGXWOYYGGROXORYRWGGYXWWWOWOYRXWBRBBRBBXBYBW;;;
OBORXOYYGGGRGXWOYYGGROXORYRWGGYXBWBWWOYWXWOWBBRBBXRYRB;;;
OBORXOYYGGGRGXYOORGGRRXOBBRWGGYXBWBWWOYWXWOWBYYBWXRYRB;;;
OBOYXORGGGRGGXGOORYRRYXOBBRWGGYXBWBWWOYWXWOWBYYBWXRYRB;;;
YWOOXORGGOBGYXGOORYRRYXOBBRWGGYXBWBWWGGWXROWBYYBWXRYRB;;;
YWOOXORGGOBGYXGOORYRRYXOBBRWGGYXRWRBWGGBXRWBBYYBWXWYWO;;;
YWOOXRROROBGYXGOORYYWYXGBBRGGGOXRWRBWGGBXRWBBYYBWXWYWO;;;
YWOOXRROROBGYXWOYYYYWOXGRGRGGGOXRWRBWGGBXRWBBBYBBXWYWO;;;
YBWOXGROROBGYXWOYYYYWOXGRGRGWOOXRWRBGRGGXRWBBBYBBXWYWO;;;
YBWYXGYOROORYXOOYYGWWBXGRGRGWOOXRWRBGRGGXRWBBBYBBXWYWO;;;
YBWYXGYOROORYXOOYYGWWBXGRGRGWOOXWWWOGRGRXRBRBBYBBXBYGW;;;
YBWYXGYOROORYXGOBRGWWYXGBBRGWOOXWWWOGRGRXRBRBYYBOXBYGW;;;
YWOYXWYOROORYXGOBRGWWYXGBBRGRGOXRWWOWGGBXRBRBYYBOXBYGW;;;
GROGXWYORYWRYXGOBRGWWYXGBBRGRGOXRWWOWYOBXOBRBYYBOXBYGW;;;
GROGXWYORYWROXGYGRGWWYXGBBRGRGOXRWWOWYOBXBBYOYYBRXBBOW;;;
GROGXWYORYWROXRYYYGWWGXGRGRGRGOXRWWOWYOBXBBYOBYBBXBBOW;;;
GRORXWRWRYGGOXWYYYYGWOXGRGRGRGOXRWWOWYOBXBBYOBYBBXBBOW;;;
GRGRXRRWRYGGOXWYYYYGWOXGRGRGBWOXYWWOOWORXBBYOBYBBXBBOW;;;
GRGRXRRWRYGGOXGYORYGWYXGBBRGBWOXYWWOOWORXBBYOYYBWXBBOW;;;
GRGGXRGGRYYYOXGYORRRWWXGBBRGBWOXYWWOOWORXBBYOYYBWXBBOW;;;
GRGGXRGGRYYYOXGYORRRWWXWBOWGBWBXYBYOOWORXBBYOYGRWXBBOW;;;
GRGGXRGWWYYYOXGYORRBGWXBBOWRGWRXYBYOOWORXBBYOYGRWXBBOW;;;
GRGGXRYYWYWROXBYORGGGWXBBOWRGWRXYBYOOWORXBBYOYGRWXBBOW;;;
GRGGXRYYWYWROXBYORGGGWXGBBRRGWOXYWBOOWORXBBYOYYBWXRBOW;;;
GRGGXRYYWYWRWXBBORGGGWXGBBRRGWOXYWBOOWORXOBOYYYBYXROBW;;;
GRGGXGYGGYWRWXBBORGORWXGBBRWYWRXYWBOOWORXOBOYYYBYXROBW;;;
GRGGXGYGGYWRWXBBORGORWXYBRBWYWBXYRGOOWORXOBOYYBWYXROBW;;;
GRGGXGYGGYWRWXBBORGORWXYBRBWYWBXORRBOWOBXOWRYYBWYXYOGO;;;
GRGGXGYGGYWRRXBYORGORWXYBRBWYWBXORRBOWOBXGWYOYBWWXYBOO;;;
GRGGXGYGGYWRRXWYBYGOROXYRBBWYWBXORRBOWOBXGWYOBWWRXYBOO;;;
GYWGXOYGGYWRRXWYBYGOROXYRBBWBOBXWRRBGGORXGWYOBWWRXYBOO;;;
GYWGXOYYRYWRRXWYBYGBWOXBRBBGGOOXWRRBGGORXGWYOBWWRXYBOO;;;
GYWGXOYYRYWRRXWYBYGBWOXWRYWGGOBXWBBBGGORXGWYOBRRRXOBOO;;;
GYWGXOYYRYWRRXWYBYGBWOXWRYWGGOBXYBRWGGOOXGOOOBRRRXWBBB;;;
GGOGXYYYRYWRRXWYBYGBWOXWRYWGOGBXGBRWWOOYXGOOOBRRRXWBBB;;;
GOGGXGYYRYWRRXWYBYGBWOXWRYWGYWBXOBRWOYOGXGOOOBRRRXWBBB;;;
GOGGXGYYRYWRRXWYBYGBWOXWRYWGYWBXOBGOOYOBXGBWOBRRRXOBRW;;;
OGGYXGYYRGORGXWYBYGBWOXWRYWGYWBXOBGOORYBXWBWOBRRRXOBRW;;;
GOGGXGYYRYWRRXWYBYGBWOXWRYWGYWBXOBGOOYOBXGBWOBRRRXOBRW;;;
GOGGXGYYRYWRRXWYBYGBWOXGRBBGYWOXORROOYOBXGBWOBWWRXYBRW;;;
GOGGXGYYRYWRRXWYBYGBWOXWRYWGYWBXOBGOOYOBXGBWOBRRRXOBRW;;;
YWGRXGYYROGRYXWYBYGBWOXWRYWGYWBXOBGOOGGBXOBWOBRRRXOBRW;;;
YBORXGYYROGRYXWYBYGBWOXWRYWGWGBXGBGOWOGYXOBWOBRRRXOBRW;;;
YBOBXGGOROYYYXRYBYRWWGXWRYWGWGBXGBGOWOGYXOBWOBRRRXOBRW;;;
YWGBXGGOROYYYXRYBYRWWGXWRYWGYWBXOBGOOGGBXOBWOBRRRXOBRW;;;
YWGBXGGOROYYWXROOYRWWGXWRYWGYWBXOBGOOGGBXRBRBBRRYXOYBW;;;
YWGBXGGOROYYRXRBRYRWWGXWRYWGYWBXOBGOOGGBXBBYYBRRWXOOOW;;;
GBGGXGGORYWYBXRBRYRWWGXWRYWGYWBXOBGOOROBXYBYYBRRWXOOOW;;;
GBGGXGGORYWYBXRBRYRWWGXWRYWGYWBXOBOWOROGXYOOYBRRWXYOBB;;;
GBGGXGGORYWYBXYBGRRWWRXWBWWGYWBXOBOWOROGXYOOYYRRRXYOBB;;;
GBGGXGGORYWYBXWBRBRWWRXWYRWGYWBXOBOWOROGXYOOYRGRYXYOBB;;;
YWGBXGGOROYYRXWBRBRWWRXWYRWGYWBXOBOWOGGGXBOOYRGRYXYOBB;;;
YWGBXGGOROYYRXWBRBRWWRXGYYRGYWRXOWWWOGGGXBOOYROBYXBOBB;;;
YWGWXGYYRORRRXWBRBGBWOXGYYRGYWRXOWWWOGGGXBOOYROBYXBOBB;;;
YWGWXRYYGORRRXWBRBGGROXYYYRWGWBXOWWWOGGGXBOOYROBYXBOBB;;;
YWGWXBYGWORRRXWBRBGRGOXYYYRRYWGXOWWWOGGGXBOOYROBYXBOBB;;;
YWGWXBRRWOOGRXRBRBYWGGXYYYRRYWGXOWWWOGGGXBOOYROBYXBOBB;;;
YWGWXBRRWOOGRXRBRBYWGGXYYYRRYWGXOWGOOGGBXBBBYROBYXOOWW;;;
YWGWXBRRWOOGRXRBRBYWGGXYYYRRYWGXOWWWOGGGXBOOYROBYXBOBB;;;
YWGWXBRRWOOGRXRBRBYWGGXYYYRRYWGXOWGOOGGBXBBBYROBYXOOWW;;;
GBGGXBRRWYWGWXRBRBYWGGXYYYRRYWGXOWGOOROBXOBBYROBYXOOWW;;;
GBGGXBRRWYWGWXYBGYYWGOXYRYRRYWGXOWGOOROBXOBBYBRBRXOOWW;;;
GBOGXRRRWYWGWXYBGYYWGOXYRYRRBGGXBWGOWOOYXOBBYBRBRXOOWW;;;
GBOGXRRRWYWGWXYBGYYWGOXYRYRRBGGXOWWWWOOGXOOBYBRBRXBOYB;;;
GBGGXORRWYWGWXYBGYYWGOXYRYRRGWGXOWWWOROBXOOBYBRBRXBOYB;;;
GBGGXORRWYWGBXYYOYYWGOXYRYRRGWGXOWWWOROBXYOROBRBWXBBGB;;;
OYGRXORRWGBGGXYYOYYWGOXYRYRRGWGXOWWWOBYBXWOROBRBWXBBGB;;;
OYGRXORRWGBGRXYOWYYWGOXYRYRRGWGXOWWWOBYBXGOWBBRBGXBYOB;;;
OYGRXORRWGBGRXYOWYYWGOXWRGWRGWBXOBRWOBYBXGOWBBYRGXYYOB;;;
YGGBXORRWOYGRXYOWYYWGOXWRGWRGWBXOBRWORGBXBOWBBYRGXYYOB;;;
YGGWXOYOWORRRXBOWYGYGYXWRGWRGWBXOBRWORGBXBOWBBYRGXYYOB;;;
YGGWXOYOWORRWXBBBYGYGYXWRGWRGWBXOBRWORGBXOOGYBYRRXYOWB;;;
YGWWXOYOWORRWXBBBYGYGYXWRGWRBOBXRBRWGOGGXOOGYBYRRXYOWB;;;
YBOWXRYOWORRWXBBBYGYGYXWRGWRGGBXOBRWWOGGXOOGYBYRRXYOWB;;;
YBOWXRYOWORRWXBBBYGYGYXWRGWRGGBXYBWBWOGRXOWOYBYRRXGOGO;;;
YBOBXRRRWOYGWXYBBYYWGOXWRGWRGGBXYBWBWOGRXOWOYBYRRXGOGO;;;
YBOBXBRGROYGWXYBBYYRWOXRRGWGWGWXYBWBWOGRXOWOYBYRRXGOGO;;;
YBOBXBRGROYGWXYBBYYRWOXWRWBGWGGXYRYBWOGRXOWOYBRWRXGOGO;;;
YBOBXBRGROYGWXRBRBYRWBXWYYBGWGGXYRYBWOGRXOWOYROWWXGOGO;;;
YBOBXBRGROYGWXROGBYRWBXWYYBGWGGXYRYBWOGRXRWWBROWOXGYOO;;;
YBOBXBRGROYGWXROGBYRWBXYYGRGWGGXYWOBWOGRXRWWBRWBOXYYOO;;;
YBOBXBRGROYGWXOOWRYRWGXYBRRGWGGXYWOBWOGRXRWWBYBBGXYYOO;;;
YBOBXBRGROYGWXOOWRYRWGXOBGWGWGYXYBBBWOGRXRWWBYYRGXRYOO;;;
YBOBXBRGROYGWXGOGBYRWYXOYGWGWGYXYBBBWOGRXRWWBRWROXRYOO;;;
GROOXBRGRYBGBXGOGBYRWYXOYGWGWGYXYBBBWWORXYWWBRWROXRYOO;;;
GRWOXWRGRYBGBXGOGBYRWYXOYGWGROYXBBBBGYOWXYWWBRWROXRYOO;;;
OYWYXWRGRGRGOXGOGBYRWYXOYGWGROYXBBBBGBYWXBWWBRWROXRYOO;;;
OWGYXBRGRGRGOXGOGBYRWYXOYGWGYWYXWBBBOBYRXBWWBRWROXRYOO;;;
OWGYXBRGRGRGOXGOGBYRWYXOYGWGYWYXRBOOOBYBXBBWBRWROXWYRW;;;
OWGYXYRYGGRGOXGOGBYBRYXGYGWWOWRXRBOOOBYBXBBWBRWROXWYRW;;;
OWGYXYRYGGRGOXGOGBYBRYXWYWRWOWGXRWGOOBYBXBBWBROBOXRYRW;;;
GRGOXYRYGYBGBXGOGBYBRYXWYWRWOWGXRWGOOYOBXWBWBROBOXRYRW;;;
GBOOXYRYGYBGBXGOGBYBRYXWYWRWRGGXYWGOWROOXWBWBROBOXRYRW;;;
OWORXYRYGGBGOXGOGBYBRYXWYWRWRGGXYWGOWBYOXBBWBROBOXRYRW;;;
OWOGXYGBGGYYOXBOGBRRRYXWYWRWRGGXYWGOWBYOXBBWBROBOXRYRW;;;
YBOBXYGBGOWYGXBOGBRRRYXWYWRWRGGXYWGOWOGOXYBWBROBOXRYRW;;;
YBORXYRYGOBGGXBOGBYBRWXWYWRWRGGXYWGOWOGOXYBWBROBOXRYRW;;;
YBORXYRYGOBGGXBOGBYBRWXWYWRWRGGXRWRWWOGGXYOYBROBOXWYOB;;;
OBOGXYRYGGYGOXBOGBYBRWXWYWRWRGGXRWRWWRYGXBOYBROBOXWYOB;;;
OBOBXYGYGGWYOXBOGBRGRYXWYWRWRGGXRWRWWRYGXBOYBROBOXWYOB;;;
OBOBXYGYGGWYOXBOGBRGRYXOYWBWRGWXRRWWWRYGXBOYBRRWOXGYOB;;;
YBORXYGYGOBYBXBOGBRGRYXOYWBWRGWXRRWWWOGGXWOYBRRWOXGYOB;;;
YBORXYGYGOBYOXBYOBRGRYXOYWBWRGWXRRWWWOGGXGOBORRWYXGBWB;;;
YBORXYGYGOBYYXBBWBRGRYXOYWBWRGWXRRWWWOGGXOOOYRRWBXGOGB;;;
YBORXYGYGOBYOXBYOBRGRYXOYWBWRGWXRRWWWOGGXGOBORRWYXGBWB;;;
YRGRXRGYGOBYOXBYOBRGRYXOYWBWGWWXORWWOYGBXGOBORRWYXGBWB;;;
YRGRXGGOROBYOXBYOBRWWYXGYWBGYWRXORWWOYGBXGOBORRWYXGBWB;;;
YRGRXWGGWOBYOXBYOBRRGYXYYWBROWGXORWWOYGBXGOBORRWYXGBWB;;;
GGGYXWGGWYRYRXBYOBRRGYXYYWBROWGXORWWOOOBXBOBORRWYXGBWB;;;
GGGBXWYRWYYRRXRYOBGYGGXYYWBROWGXORWWOOOBXBOBORRWYXGBWB;;;
GGGYXWGGWYRYRXBYOBRRGYXYYWBROWGXORWWOOOBXBOBORRWYXGBWB;;;
GGGYXWGGWYRYRXBYOBRRGYXYYWBROWGXGRWBOOOWXBWOORRWYXBBBO;;;
GGGYXWGGWYRYRXBYOBRRGYXYYWBROWGXORWWOOOBXBOBORRWYXGBWB;;;
GGGYXWGGWYRYRXBYOBRRGYXYYWBROWGXBRBOOOOWXBBGORRWYXOBWW;;;
GWOYXOGGWYRYRXBYOBRRGYXYYWBRGGGXWRBOWBOOXBBGORRWYXOBWW;;;
GGGYXWGGWYRYRXBYOBRRGYXYYWBROWGXBRBOOOOWXBBGORRWYXOBWW;;;
GGGYXWGGWYRYRXBYOBRRGYXBYGRROWOXBWROOOOWXBBGORYBYXWBWW;;;
GWOYXOGGWYRYRXBYOBRRGYXBYGRRGGOXWWROWBOOXBBGORYBYXWBWW;;;
GWOYXRGBGYRYRXBYOBRORYXGYGRWGGOXWWROWBOOXBBGORYBYXWBWW;;;
GWOYXRGBGYRYRXGYYYRORYXGRYRWGGOXWWROWBOOXBBGOBOBBXWBWW;;;
GWOYXRGBGYRYRXGYYYRORYXGRYRWGGOXGWOBWBOWXBWWOBOBBXWBRO;;;
GWOYXRGBGYRYRXGYYYRORYXORWBWGGYXGRGBWBOWXBWWOBOWBXOBRO;;;
GWOYXOGORYRYRXGYYYRYWYXGRWBGBGRXGRGBWBOWXBWWOBOWBXOBRO;;;
GBGYXGGORYRYRXGYYYRYWYXGRWBGWWRXBRGBOOOWXBWWOBOWBXOBRO;;;
OBGOXGGORGBYYXGYYYRYWYXGRWBGWWRXBRGBORYWXRWWOBOWBXOBRO;;;
OBGOXGGORGBYWXGORYRYWYXGRWBGWWRXBRGBORYWXRWBBBOWYXOYYO;;;
OBGOXGGORGBYYXGYYYRYWYXGRWBGWWRXBRGBORYWXRWWOBOWBXOBRO;;;
OBGOXGGORGBYBXGBRYRYWYXGRWBGWWRXBRGBORYWXYWYYBOWWXOORO;;;
OBGOXGGORGBYBXGBRYRYWYXGRWBGWWRXYRWWORYRXYOOYBOWWXBOGB;;;
OBGOXGGORGBYOXGYYYRYWYXGRWBGWWRXYRWWORYRXGOWOBOWBXBBRB;;;
OBGOXGGORGBYOXWYYRRYWOXGBBBGWWRXYRWWORYRXGOWOYYWGXBBRB;;;
OBGWXGYBRGOROXYYYRGOWOXGBBBGWWRXYRWWORYRXGOWOYYWGXBBRB;;;
OBGWXGYBRGOROXBYOBGOWYXGYGBGWWRXYRWWORYRXGOWORYWYXBBRB;;;
OBGWXOYGWGOROXBYOBGRGYXWYGBRBWGXYRWWORYRXGOWORYWYXBBRB;;;
OBGWXOYGWGOROXBYOBGRGYXYYBWRBWGXYBWWORYRXGOWORWRYXGBRB;;;
GOGOXOYGWYGRRXBYOBGRGYXYYBWRBWGXYBWWOWORXBOWORWRYXGBRB;;;
GROOXWYGWYGRRXBYOBGRGYXYYBWROGGXOBWWWYOBXBOWORWRYXGBRB;;;
GROOXGYORYGRRXBYOBGWWYXGYBWGYGRXOBWWWYOBXBOWORWRYXGBRB;;;
YGORXGYOROBRYXBYOBGWWYXGYBWGYGRXOBWWWOGBXROWORWRYXGBRB;;;
OBOYXGYORGRROXBYOBGWWYXGYBWGYGRXOBWWWRYBXGOWORWRYXGBRB;;;
OYGYXOYORGRROXBYOBGWWYXGYBWGBWRXRBWWOGYBXGOWORWRYXGBRB;;;
OYGWXOGYRGOYOXYYOBRBWRXGYBWGBWRXRBWWOGYBXGOWORWRYXGBRB;;;
YGGGXOGYROYYWXYYOBRBWRXGYBWGBWRXRBWWOOGBXOOWORWRYXGBRB;;;
YGGGXRGBGOYYWXYYOBRORRXYYBWWGWBXRBWWOOGBXOOWORWRYXGBRB;;;
YGGGXRGBGOYYWXYYWRROROXYBYWWGWBXRBWWOOGBXOOWOYRRBXGBRB;;;
YGGGXRGBGOYYWXYYWRROROXWBBBWGWGXRRRWOOGBXOOWOYYWBXYBRB;;;
YGWGXRGBGOYYWXYYWRROROXWBBBWBOGXORRWGRGGXOOWOYYWBXYBRB;;;
YGWOXRROGOBGWXGYWRYYRYXWBBBWBOGXORRWGRGGXOOWOYYWBXYBRB;;;
YGWYXRYYGOORWXOYWRGGRBXWBBBWBOGXORRWGRGGXOOWOYYWBXYBRB;;;
YGWYXRYYGOORWXOYWRGGRBXRBGRWBOYXOWYWGRGGXOOWOYWBBXBBRB;;;
YGWYXRYYGOORWXOYWRGGRBXYBYWWBOBXOBWWGRGGXOOWOYRRBXGBRB;;;
YGWYXBYBWOORWXOYWRGRGBXYBYWRYOGXOBWWGRGGXOOWOYRRBXGBRB;;;
GOWRXBYBWYGRYXOYWRGRGBXYBYWRYOGXOBWWGWOGXOOWOYRRBXGBRB;;;
GYORXOYBWYGRYXOYWRGRGBXYBYWRGGGXWBWWWBOOXOOWOYRRBXGBRB;;;
GYORXOYBWYGRYXOYWRGRGBXWBGBRGGGXWRRWWBOOXOOWOYYWBXYBRB;;;
GYORXOYBWYGRYXOYWRGRGBXWBGBRGGGXYRRBWBORXOWWOYYWBXWBOO;;;
GYOOXORGWYBGYXRYWRYRGBXWBGBRGGGXYRRBWBORXOWWOYYWBXWBOO;;;
GRWOXBRGWYBGYXRYWRYRGBXWBGBRYOGXORRBGYOGXOWWOYYWBXWBOO;;;
GYOOXORGWYBGYXRYWRYRGBXWBGBRGGGXYRRBWBORXOWWOYYWBXWBOO;;;
GYOOXORGWYBGYXGYBBYRGYXWYBBRGGGXYRRBWBORXOWWORWWRXWBOO;;;
GYOOXORGWYBGYXGYBBYRGYXRYGRRGGWXYWWBWBORXOWWORWBRXBBOO;;;
GYOOXORGWYBGRXGBOBYRGYXRYGRRGGWXYWWBWBORXBWYYRWBWXBOOO;;;
GYORXOYYWYGRRXOBOBGGGBXRYGRRGGWXYWWBWBORXBWYYRWBWXBOOO;;;
GYORXOYYWYGRRXGBBYGGGWXRRWRRGGWXYWWBWBORXBWYYBOBOXBOOO;;;
GYORXOYYWYGRRXOBOBGGGBXRYGRRGGWXYWWBWBORXBWYYRWBWXBOOO;;;
GYORXOYYWYGRRXGBBYGGGWXRRWRRGGWXYWWBWBORXBWYYBOBOXBOOO;;;
YGORXOYYWOBRBXGBBYGGGWXRRWRRGGWXYWWBWRGRXYWYYBOBOXBOOO;;;
YGORXWYGROBRBXGBBYGOWWXYRWRGRGGXYWWBWRGRXYWYYBOBOXBOOO;;;
YGOGXWRBROWGBXOBBYYRWGXYRWRGRGGXYWWBWRGRXYWYYBOBOXBOOO;;;
YGOGXWRBROWGBXOBBYYRWGXORBBGRGWXYRYBWRGRXYWYYBWWOXGOOO;;;
YGOGXWRBROWGBXOBBYYRWGXORBBGRGWXYRRWWRGOXYOGYBWWOXYOYB;;;
YGOGXWRBROWGBXOBBYYRWGXWRYWGRGBXYBOWWRGOXYOGYBRROXWOYB;;;
YGOGXWRBROWGBXOBBYYRWGXWRYWGRGBXGBOOWRGYXYBWYBRROXYOOW;;;
YRGGXGRBROWGBXOBBYYRWGXWRYWGYWBXRBOOOWGGXYBWYBRROXYOOW;;;
YRGGXGRBROWGBXOBBYYRWGXWRYWGYWBXYBOWOWGOXYORYBRROXWOGB;;;
YRGGXRRWWOWGBXOBBYYBGGXYRYWRBWGXYBOWOWGOXYORYBRROXWOGB;;;
YRGBXRYGWOWRBXGBBYGOGWXYRYWRBWGXYBOWOWGOXYORYBRROXWOGB;;;
YRGBXGYBROWRBXGBBYGRWWXGRYWGYWOXYBOWOWGOXYORYBRROXWOGB;;;
YOOBXWYBROWRBXGBBYGRWWXGRYWGRGOXGBOWWYGYXYORYBRROXWOGB;;;
OWOBXWYBRGYRYXGBBYGRWWXGRYWGRGOXGBOWWBYYXOORYBRROXWOGB;;;
OWOBXWYBRGYRYXGBBYGRWWXOROBGRGWXGRRWWBYYXOORYBGWOXYOGB;;;
OWOBXWYBRGYRRXGYOYGRWWXOROBGRGWXGRRWWBYYXGOOOBGWYXYBBB;;;
OWOBXWYBRGYRRXGYOYGRWWXOROBGRGWXYRBBWBYRXGWGOBGWYXOBYO;;;
OWOBXWYBRGYRRXOYWRGRWGXOBYBGRGWXYRBBWBYRXGWGOYOWGXOBYO;;;
GYORXWYBRYGRBXOYWRGRWGXOBYBGRGWXYRBBWBORXWWGOYOWGXOBYO;;;
GYORXWYBRYGRBXYYGBGRWOXOYGBGRGWXYRBBWBORXWWGORWWOXOBYO;;;
GRWRXBYBRYGRBXYYGBGRWOXOYGBGYOWXWRBBGYORXWWGORWWOXOBYO;;;
GRWRXRYOWYGRBXYYGBGWGOXYYGBRBOBXWRBBGYORXWWGORWWOXOBYO;;;
GRWRXRYOWYGRBXOYWRGWGGXYBYBRBOBXWRBBGYORXWWGOYOWGXOBYO;;;
GRWRXWYYGYGRBXOYWRGBRGXBBYBWOORXWRBBGYORXWWGOYOWGXOBYO;;;
GRWRXWYYGYGRBXOYWRGBRGXBBYBWOORXGRRWGYOYXWOOOYOWGXWBBB;;;
GRWRXWYYGYGRBXOYWRGBRGXBBYBWOORXWRBBGYORXWWGOYOWGXOBYO;;;
GOORXWYYGYGRBXOYWRGBRGXBBYBWRGRXYRBBWWORXWWGOYOWGXOBYO;;;
GOORXWYYGYGRGXOOWRGBRGXBBYBWRGRXYRBBWWORXYWGBYOWBXOYWO;;;
GRWRXWYYGYGRGXOOWRGBRGXBBYBWOORXWRBBGYORXYWGBYOWBXOYWO;;;
GRWRXWYYGYGRGXBOOYGBRWXBROBWOORXWRBBGYORXYWGBBGWYXOYWO;;;
GRWBXWGWGYYYGXROOYRBRGXBROBWOORXWRBBGYORXYWGBBGWYXOYWO;;;
GRWBXWGWGYYYGXROOYRBRGXBRRRWOOOXWWGBGYORXYWGBBBBYXOYWO;;;
OYWYXWGWGGRYBXROOYRBRGXBRRRWOOOXWWGBGGYRXYWGBBBBYXOYWO;;;
OYWYXWGWGGRYYXRYWYRBRGXBRRRWOOOXWWGBGGYRXOWBOBBBGXOBYO;;;
OYWYXBGBRGRYYXRYWYROWGXORRRGWOWXWWGBGGYRXOWBOBBBGXOBYO;;;
OYWYXBGBRGRYBXROOYROWGXORRRGWOWXWWGBGGYRXYWGBBBBYXOYWO;;;
OYWYXBGBRGRYYXRYWYROWGXORRRGWOWXWWGBGGYRXOWBOBBBGXOBYO;;;
OYWRXBYRRGGRYXOYWYGYWBXORRRGWOWXWWGBGGYRXOWBOBBBGXOBYO;;;
OYWYXBGBRGRYYXRYWYROWGXORRRGWOWXWWGBGGYRXOWBOBBBGXOBYO;;;
OYWYXBGBRGRYYXRYWYROWGXORRRGWOWXOWYOGGYGXOBWOBBBGXBBRW;;;
OGGYXGGBRGRYYXRYWYROWGXORRRGYWWXBWYOOOYWXOBWOBBBGXBBRW;;;
OGGYXGGBRGRYYXRYWYROWGXORRRGYWWXWWWBOOYRXOWBOBBBGXBBYO;;;
OGGYXOGOWGRYYXRYWYRWGGXYRRRRBWGXWWWBOOYRXOWBOBBBGXBBYO;;;
OGGYXOGOWGRYYXRYWYRWGGXYRRRRBWGXBWYOOOYWXOBWOBBBGXBBRW;;;
OGGYXOGOWGRYYXRYWYRWGGXYRRRRBWGXBWRWOOYYXOOBOBBBGXWBWB;;;
OGGYXOGOWGRYGXRBWYRWGGXYRRRRBWGXBWRWOOYYXWOYYBBBBXWOOB;;;
GRGGXOGOWYWYOXRBWYRWGGXYRRRRBWGXBWRWOYOYXGOYYBBBBXWOOB;;;
GRGGXOGOWYWYOXRBGRRWGBXYBBRRBWGXBWRWOYOYXGOYYYWBRXWOOB;;;
GRGGXGGBRYWYOXRBGRROWBXOBBRGYWWXBWRWOYOYXGOYYYWBRXWOOB;;;
YWGOXGGBROGYYXRBGRROWBXOBBRGYWWXBWRWOGGYXROYYYWBRXWOOB;;;
GRGGXGGBRYWYOXRBGRROWBXOBBRGYWWXBWRWOYOYXGOYYYWBRXWOOB;;;
GRGRXGYWRYBROXOBGRGGWBXOBBRGYWWXBWRWOYOYXGOYYYWBRXWOOB;;;
GYWRXBYWRYBROXOBGRGGWBXOBBRGYOWXYWRWGGORXGOYYYWBRXWOOB;;;
GYWRXWYYGYBROXOBGRGBRBXWBBRWOOGXYWRWGGORXGOYYYWBRXWOOB;;;
YBWOXWYYGOGRGXOBGRGBRBXWBBRWOOGXYWRWGRGRXYOYYYWBRXWOOB;;;
YOOOXYYYGOGRGXOBGRGBRBXWBBRWRGGXRWRWWWGBXYOYYYWBRXWOOB;;;
YOOOXYYYGOGRGXOBGRGBRBXWBWBWRGBXRRWWWWGBXYOYYYRWRXGOOB;;;
YOOOXYYYGOGRGXOBGRGBRBXWBBRWRGGXRWRWWWGBXYOYYYWBRXWOOB;;;
GYOWXYYYGYOROXOBGRGBRBXWBBRWRGGXRWRWWGOBXGOYYYWBRXWOOB;;;
GYOWXYYYGYOROXOBGRGBRBXWBBRWRGGXYWBOWGOOXGBWYYWBRXRORW;;;
